name,price,Aturan Pakai,Dosis,Efek Samping,Golongan Produk,Indikasi Umum,Kemasan,Komposisi,Kontra Indikasi,Manufaktur,No. Registrasi,Perhatian,uses
Samconal 500 mg 10 Tablet,Rp2.000 - Rp3.700,Obat dapat diminum sebelum atau sesudah makan,Dewasa atau anak > 12 tahun : 3 - 4 x sehari 1 tablet. Anak 5 - 12 tahun : 3 - 4 x sehari 1/2 tablet.,"kerusakan hati, mual dan muntah, penggunaan jangka panjang dapat meningkatkan resiko kerusakan ginjal termasuk gagal ginjal akut, syok anafilaksis.",Obat Bebas (Hijau),untuk menurunkan demam pada segala usia,"Dus, 10 Strip @ 10 Kaplet",Paracetamol 500 mg,jangan diberikan untuk pasien yang memiliki riwayat hipersensitif terhadap paracetamol.,Samco Farma,BPOM: DBL8821903604A1,"Hentikan jika muncul reaksi alergi, hati-hati pada pasien yang mempunyai penyakit asma, gangguan fungsi hati dan ginjal serta mengkonsumsi alkohol","SAMCONAL 500 MG 10 TABLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Saridon 4 Tablet,Rp4.800 - Rp5.300,Diberikan sesuadah makan,Dewasa : 1-2 tablet Anak usia 6-12 tahun : 1/2 - 1 tablet Dapat dikonsumsi 3 hari sekali,"Kemerahan pada kulit, reaksi alergi, sesak nafas",Obat Bebas Terbatas (Biru),"Sakit kepala, demam, sakit gigi, neuralgia, dismenore, rasa lelah/lesu akibat selesma dan penyakit virus lainnya","Dus, 30 Blister @ 4 tablet","Paracetamol 250 mg, propyphenazone 150 mg, caffeine 50 mg","Kelainan fungsi ginjal & hati, anemia hemolitik, porfiria, hepatitis akut.",Bayer Indonesia,BPOM: DTL0502005210A1,"Anak usia sekolah dini, wanita hamil, pasien pengkonsumsi alkohol","SARIDON merupakan obat sakit kepala yang mengandung Paracetamol, Propifenason, dan Kafein Obat ini digunakan sebagai analgesik dan antipiretik untuk mengurangi sakit kepala dan nyeri pada gigi"
Sikstop 60 mg 10 Tablet,Rp83.300 - Rp92.400,Sebelum atau sesudah makan.,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Osteoarthritis: Dosis yang dianjurkan adalah 60 mg sekali sehari. Rheumatoid Arthritis, Nyeri gigi pasca operasi, Ankylosing Spondylitis: Dosis yang dianjurkan adalah 90 mg sekali sehari. Durasi pengobatan tidak boleh lebih dari (satu) tahun. Artritis Gout Akut: Dosis yang dianjurkan 120 mg sekali sehari. Max.8 hari","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Retensi cairan, edema, hipertensi, peningkatan ALT atau AST, reaksi hipersensitivitas termasuk anafilaksis dan angioedema, Sakit perut, sembelit, perut kembung, gastritis, mulas, diare, dispepsia, mual, muntah, esofagitis, ulkus mulut, Palpitasi, aritmia, asthenia penyakit seperti flu.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan gejala Osteo arthritis, Rheumatoid arthritis, spondilitis ankilosa, serta nyeri dan tanda inflamasi yg berhubungan dengan artritis gout akut, nyeri muskuloskeletal kronik, nyeri akut yang berhubungan dengan bedah gigi.","Dus, 3 Strip @ 10 tablet",Etoricoxib 60 mg,"Hipersensitivitas. Pasien dengan ulkus peptikum aktif atau perdarahan gastrointestinal, penyakit radang usus, gagal jantung kongestif (NYHA II-IV), hipertensi yang tidak terkontrol atau dengan tekanan darah tinggi yang persisten (> 140/90 mmHg), penyakit jantung iskemik, penyakit arteri perifer, penyakit serebrovaskular, riwayat bronkospasme, rinitis akut, polip hidung, edema angioneurotik, urtikaria atau reaksi tipe alergi setelah mengonsumsi aspirin, NSAID termasuk inhibitor COX-2. Anak-anak dan remaja <16 tahun. Gangguan ginjal (CrCl <30 mL/menit) dan hati berat (Child-Pugh 10). Kehamilan.",Pratapa Nirmala (Fahrenheit),BPOM: DKL1931543117B1,"HARUS DENGAN RESEP DOKTER. Pasien dengan riwayat penyakit gastrointestinal (misalnya ulserasi, perdarahan gastrointestinal), dengan faktor risiko kejadian kardiovaskular (misalnya hiperlipidemia, hipertensi, diabetes mellitus, merokok), gagal jantung yang tidak terkompensasi, sirosis, riwayat gagal jantung, disfungsi ventrikel kiri, yang sudah ada sebelumnya edema, dehidrasi. Gangguan hati ringan sampai sedang. Lansia. Ibu menyusui. Kategori kehamilan: Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil. Belum terdapat data keamanan terkait penggunaan obat ini pada wanita menyusui. Konsultasikan kepada dokter apabila Anda sedang menyusui.","SIKSTOP TABLET merupakan obat dengan kandungan etoricoxib Etoricoxib merupakan NSAID yang selektif terhadap COX-2 Obat ini memiliki efek antiinflamasi (anti radang) dan analgesik (anti nyeri) dengan menghambat sintesis prostaglandin melalui penghambatan COX-2 Obat digunakan untuk meredakan gejala Osteo arthritis, Rheumatoid arthritis, spondilitis ankilosa, serta nyeri dan tanda inflamasi yg berhubungan dengan artritis gout akut, nyeri muskuloskeletal kronik, nyeri akut yang berhubungan dengan bedah gigi"
Sikstop 90 mg 10 Tablet,Rp89.800 - Rp106.600,Sebelum atau sesudah makan.,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Osteoarthritis: Dosis yang dianjurkan adalah 60 mg sekali sehari. Rheumatoid Arthritis, Nyeri gigi pasca operasi, Ankylosing Spondylitis: Dosis yang dianjurkan adalah 90 mg sekali sehari. Durasi pengobatan tidak boleh lebih dari (satu) tahun. Artritis Gout Akut: Dosis yang dianjurkan 120 mg sekali sehari. Max.8 hari","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Retensi cairan, edema, hipertensi, peningkatan ALT atau AST, reaksi hipersensitivitas termasuk anafilaksis dan angioedema, Sakit perut, sembelit, perut kembung, gastritis, mulas, diare, dispepsia, mual, muntah, esofagitis, ulkus mulut, Palpitasi, aritmia, asthenia penyakit seperti flu.",Obat Keras (Merah),"INFORMASI OBAT INI HANYA UNTUK KALANGAN MEDIS. Meredakan gejala Osteo arthritis, Rheumatoid arthritis, spondilitis ankilosa, serta nyeri dan tanda inflamasi yg berhubungan dengan artritis gout akut, nyeri muskuloskeletal kronik, nyeri akut yang berhubungan dengan bedah gigi.","Dus, 3 Strip @ 10 tablet",Etoricoxib 90 mg,"Hipersensitivitas. Pasien dengan ulkus peptikum aktif atau perdarahan gastrointestinal, penyakit radang usus, gagal jantung kongestif (NYHA II-IV), hipertensi yang tidak terkontrol atau dengan tekanan darah tinggi yang persisten (> 140/90 mmHg), penyakit jantung iskemik, penyakit arteri perifer, penyakit serebrovaskular, riwayat bronkospasme, rinitis akut, polip hidung, edema angioneurotik, urtikaria atau reaksi tipe alergi setelah mengonsumsi aspirin, NSAID termasuk inhibitor COX-2. Anak-anak dan remaja <16 tahun. Gangguan ginjal (CrCl <30 mL/menit) dan hati berat (Child-Pugh 10). Kehamilan.",Pratapa Nirmala (Fahrenheit),BPOM: DKL1931543117A1,"HARUS DENGAN RESEP DOKTER. Pasien dengan riwayat penyakit gastrointestinal (misalnya ulserasi, perdarahan gastrointestinal), dengan faktor risiko kejadian kardiovaskular (misalnya hiperlipidemia, hipertensi, diabetes mellitus, merokok), gagal jantung yang tidak terkompensasi, sirosis, riwayat gagal jantung, disfungsi ventrikel kiri, yang sudah ada sebelumnya edema, dehidrasi. Gangguan hati ringan sampai sedang. Lansia. Ibu menyusui. Kategori kehamilan: Kategori C: Mungkin berisiko. Obat digunakan dengan hati-hati apabila besarnya manfaat yang diperoleh melebihi besarnya risiko terhadap janin. Penelitian pada hewan uji menunjukkan risiko terhadap janin dan belum terdapat penelitian langsung terhadap wanita hamil. Belum terdapat data keamanan terkait penggunaan obat ini pada wanita menyusui. Konsultasikan kepada dokter apabila Anda sedang menyusui.","SIKSTOP TABLET merupakan obat dengan kandungan etoricoxib Etoricoxib merupakan NSAID yang selektif terhadap COX-2 Obat ini memiliki efek antiinflamasi (anti radang) dan analgesik (anti nyeri) dengan menghambat sintesis prostaglandin melalui penghambatan COX-2 Obat digunakan untuk meredakan gejala Osteo arthritis, Rheumatoid arthritis, spondilitis ankilosa, serta nyeri dan tanda inflamasi yg berhubungan dengan artritis gout akut, nyeri muskuloskeletal kronik, nyeri akut yang berhubungan dengan bedah gigi"
Trifamol Forte 650 mg 10 Kaplet,Rp4.800 - Rp5.100,Sebelum atau sesudah makan,"Anak-anak 6-12 tahun: 3 - 4 kali sehari, 0.5 kaplet. Dewasa: 3 - 4 kali sehari 1 kaplet. Atau menurut petunjuk dokter.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: - Penggunaan jangka lama dan dosis besar dapat menyebabkan kerusakan hati. - Reaksi hipersensitivitas.",Obat Bebas (Hijau),"Untuk menurunkan demam, demam setelah vaksinasi, dan meringankan rasa sakit pada otot, sakit kepala, sakit gigi dan nyeri haid.","Dus, 10 strip @ 10 kaplet",Paracetamol 650 mg,Hipersenstivitas. Gangguan hati yang parah.,,BPOM: DBL1925803404B1,Pasien dengan gangguan hati yang berat.,"Trifamol Forte merupakan obat yang mengandung Paracetamol Paracetamol memiliki efek analgesik (pereda nyeri), antipiretik (penurun demam), dan efek anti-inflamasi yang lemah Obat ini digunakan untuk menurunkan demam, demam setelah vaksinasi, dan meringankan rasa sakit pada otot, sakit kepala, sakit gigi dan nyeri haid Parasetamol bekerja dengan menghambat Cyclooxygenase"
Trifastan 500 mg 10 Tablet,Rp3.800 - Rp6.800,Diberikan sesudah makan atau bersama dengan makan,"PENGGUNAAN OBAT INI HARUS SESUAI DENGAN PETUNJUK DOKTER. Dosis dewasa dan anak usia lebih dari 14 tahun : Dosis awal 500 mg, kemudian dilanjutkan 250 mg tiap 6 jam, sesuai dengan kebutuhan.","Sistem pencernaan : mual, muntah, diare dan rasa sakit pada abdominal. Sistem hematopoetik : leukopenia eosinophilia, trombocytopenia dan agranilocytopenia. Sistem Syaraf : rasa mengantuk, pusing, penglihatan kabur dan insomnia.",Obat Keras (Merah),"Meredakan nyeri ringan sampai sedang sehubungan dengan sakit kepala, sakit gigi, dismenore primer, termasuk nyeri karena trauma, nyeri otot dan nyeri sesudah operasi.",Dus 10 Strip @ 10 Kaplet,Tiap 1 tablet mengandung: Asam Mefenamat 500 mg,"Pasien yang hipersensitif terhadap asam mefenamat. Penderita yang dengan aspirin mengalami bronkospasme, alergi rhinitis dan urtikaria. Penderita dengan tukak lambung dan usus. Penderita dengan gangguan ginjal yang berat.",Trifa Raya Laboratories,BPOM: DKL9425802004A1,"Obat Wajib Apotek, Obat ini dapat dibeli dan diserahkan apoteker tanpa resep dengan maksimum 2 Strip. Pembelian melebihi batas ini WAJIB RESEP DOKTER. Pasien dengan gangguan atau faktor resiko kardiovaskular, gangguan hati dan ginjal, ibu hamil dan menyusui. Kategori Kehamilan : C studi pada binatang percobaan telah memperlihatkan adanya efek samping obat pada janin dan tidak ada studi terkontrol pada wanita atau belum ada studi pada wanita dan binatang percobaan.","Trifastan merupakan obat anti nyeri yang mengandung Asam Mefenamat 500 mg ASAM MEFENAMAT atau MEFENAMIC ACID merupakan obat yang termasuk dalam golongan anti infalamasi non steroid sebagai anti nyeri pada tingkat ringan hingga sedang Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, nyeri haid, nyeri akibat trauma, nyeri pada otot dan nyeri sesudah operasi Asam mefenamat bekerja dengan cara menghambat sintesa prostaglandin dalam jaringan tubuh dengan menghambat enzim siklooksigenase"
Tropigesic 500 mg 10 Kaplet,Rp3.200 - Rp4.900,Obat dapat diminum sebelum atau sesudah makan,"Dewasa: 1-2 kaplet, 3-4 kali per hari. Penggunaan maximum 8 kaplet per hari. Anak 7-12 tahun: 0.5 - 1 kaplet, 3-4 kali per hari. Penggunaan maximum 4 kaplet per hari.","Kerusakan hati, mual, muntah, perdarahan lambung, kerusakan ginjal termasuk gagal ginjal akut.",Obat Bebas (Hijau),"Meredakan sakit kepala, sakit gigi, nyeri otot, menurunkan demam yang menyertai flu & paska vaksinasi",Kaplet 500 Mg X 10 X 10,Paracetamol 500 mg,Pasien yang memiliki riwayat hipersensitif terhadap paracetamol.,Tropica Mas Pharmaceutical,BPOM: DBL0026006304A2,Gagal ginjal dan hati,"TROPIGESIC 500 MG 10 KAPLET mengandung zat aktif Paracetamol Obat ini digunakan untuk mengatasi demam dan sebagai perda nyeri seperti sakit kepala, sakit gigi dan nyeri ringan lainnya"
Tempra Sirup Rasa Anggur 60 ml,Rp49.500 - Rp60.400,Dikonsumsi sebelum atau sesudah makan.,"Anak 6 - 8 tahun : 2 sendok takar (10 ml). Diberikan tiap 4 jam, tapi tidak lebih dari 5 x sehari. Anak 4 - 5 tahun : 1.5 sendok takar (7.5 ml). Diberikan tiap 4 jam, tapi tidak lebih dari 5 x sehari. Anak 2-3 tahun : 1 sendok takar (5 ml). Diberikan tiap 4 jam, tapi tidak lebih dari 5 x sehari.",Penggunaan dosis tinggi dapat menimbulkan kerusakan hati. Reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.,Obat Bebas (Hijau),"Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.","Dus, Botol @ 60 ml",Tiap 5 ml mengandung : Paracetamol 160 mg,Jangan digunakakan pada penderita kerusakan hati dan alergi terhadap Paracetamol.,Taisho Pharmaceutical,BPOM: DBL1124403137A1,"1. Bila rasa sakit bertahan lebih dari 3 hari, dan demam tidak menurun selama 2 hari, atau bila ada kemerahan pada kulit, segera hubungi dokter. Penggunaan dosis tinggi dapat menyebabkan kerusakan hati. Hati-hati pemberian obat ini pada penderita penyakit ginjal. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol dapat meningkatkan resiko kerusakan fungsi hati. Tidak dianjurkan penggunaan secara bersamaan dengan obat lain yang mengandung paracetamol. 2. Kelebihan dosis: Paracetamol dalam dosis berlebih dapat menimbulkan keracunan hati pada beberapa penderita. Bila hal ini terjadi, harap segera hubungi dokter Anda atau Rumah Sakit terdekat.","TEMPRA SIRUP merupakan obat dengan kandungan Paracetamol 160 mg tiap 5 ml sirup Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik) Obat ini digunakan untuk menurunkan demam, rasa sakit dan nyeri ringan seperti sakit kepala dan sakit gigi"
Sanmol Sirup 60 ml,Rp14.300 - Rp23.700,Dikonsumsi sebelum atau sesudah makan.,"Anak (9-12 tahun) : 15-20 ml, diberikan 3-4 kali sehari. Anak (6 - 9 tahun) : 10 ml - 15 ml, diberikan 3-4 kali per hari. Anak (2 - 6 tahun) : 5 ml - 10 ml, diberikan 3-4 kali per hari. Bayi (1 - 2 tahun) : 5 ml , diberikan 3-4 kali per hari.","Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Hematologi, reaksi kulit, reaksi alergi lainnya, kerusakan hati (penggunaan jangka panjang dan overdosis).",Obat Bebas (Hijau),"Obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.","Dus, Botol @ 60 ml",Tiap 5 ml mengandung : Paracetamol 120 mg,Penderita gangguan fungsi hati yang berat. Hipersensitivitas terhadap Paracetamol.,Sanbe Farma,BPOM: DBL7622235037A1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.","SANMOL SIRUP merupakan obat dengan kandungan Paracetamol Obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam Sanmol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgetik)"
Tempra Drops Rasa Anggur 15 ml,Rp50.700 - Rp64.900,Dikonsumsi sebelum atau sesudah makan.,Bila perlu sampai dengan 5 kali sehari. Minimum interval penggunaan dosis adalah 4 jam dan tidak melebihi 5 kali dalam 24 jam. Jangan melebihi dosis yang dianjurkan atau gunakan sesuai anjuran dokter. - Dibawah 3 bulan : Sesuai anjuran dokter. - Anak usia 3-9 bulan: 0.8 ml. - Anak 10-24 bulan: 1.2 ml. - Diatas 2 tahun: gunakan Tempra Syrup. - Diatas 6 tahun: gunakan Tempra Forte.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: - Penggunaan untuk jangka waktu lama dan dosis besar dapat menyebabkan kerusakan fungsi hati. - Reaksi hipersensitifitas/ alergi.",Obat Bebas (Hijau),"Obat ini digunakan untuk meredakan demam, rasa sakit dan nyeri ringan seperti sakit kepala, sakit gigi",,,,,,,"TEMPRA DROPS merupakan obat tetes oral untuk anak usia 0-2 tahun dengan kandungan Paracetamol Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang Obat ini digunakan untuk menurunkan demam, rasa sakit dan nyeri ringan (analgetik)"
Sanmol Forte Sirup 60 ml,Rp35.100 - Rp42.500,Dikonsumsi sebelum atau sesudah makan.,Dewasa dan anak usia 12 tahun ke atas: 2-2.5 sendok takar (10-12.5 ml) sebanyak 3-4 kali per hari. Anak-anak 9-12 tahun: 1-2 sendok takar (5-10 ml) sebanyak 3-4 kali per hari.,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Hematologi, reaksi kulit, reaksi alergi lainnya, kerusakan hati (penggunaan jangka panjang dan overdosis).",Obat Bebas (Hijau),"Obat ini digunakan untuk meringankan rasa sakit pada keadaan sakit kepala, sakit gigi dan menurunkan demam.","Dus, Botol @ 60 ml",Tiap 5 ml mengandung Paracetamol 250 mg,Penderita gangguan fungsi hati yang berat. Hipersensitivitas terhadap Paracetamol.,Sanbe Farma,BPOM: DBL1322235037B1,"Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang, segera hubungi Unit Pelayanan Kesehatan. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol, dapat meningkatkan risiko kerusakan fungsi hati. Kategori kehamilan : Kategori B: Mungkin dapat digunakan oleh wanita hamil. Penelitian pada hewan uji tidak memperlihatkan ada nya risiko terhadap janin, namun belum ada bukti penelitian langsung terhadap wanita hamil.",SANMOL FORTE SIRUP merupakan obat dengan kandungan Paracetamol Obat ini digunakan untuk meringankan rasa nyeri dan menurunkan demam Sanmol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik)
Tempra Forte Sirup Rasa Jeruk 60 ml,Rp58.600 - Rp66.600,Dikonsumsi sebelum atau sesudah makan.,Anak di atas 12 tahun : 2-2.5 sendok takar (10 ml - 12.5 ml). Anak 6-12 tahun : 1-2 sendok takar (5 ml - 10 ml). Semua dosis diberikan 3-4 x sehari.,Penggunaan dosis tinggi dapat menimbulkan kerusakan hati. Reaksi hipersensitifitas seperti kemerahan atau gatal pada kulit. Hentikan penggunaan obat dan segera hubungi dokter jika mengalami efek samping.,Obat Bebas (Hijau),"Obat ini dapat digunakan untuk meredakan sakit kepala, sakit gigi, sakit pada otot, nyeri yang mengganggu dan menurunkan demam yang menyertai flu/influensa serta demam sesudah vaksinasi.","Dus, Botol @ 60 ml",Tiap 5 ml mengandung Paracetamol 250 mg,Jangan digunakan pada penderita yang menderita kerusakan hati dan alergi terhadap Paracetamol.,Taisho Pharmaceutical,BPOM: DBL1124401337A1,"1. Bila rasa sakit bertahan lebih dari 3 hari, dan demam tidak menurun selama 2 hari, atau bila ada kemerahan pada kulit, segera hubungi dokter. Penggunaan dosis tinggi dapat menyebabkan kerusakan hati. Hati-hati pemberian obat ini pada penderita penyakit ginjal. Penggunaan obat ini pada penderita yang mengkonsumsi alkohol dapat meningkatkan resiko kerusakan fungsi hati. Tidak dianjurkan penggunaan secara bersamaan dengan obat lain yang mengandung paracetamol. 2. Kelebihan dosis: Paracetamol dalam dosis berlebih dapat menimbulkan keracunan hati pada beberapa penderita. Bila hal ini terjadi, harap segera hubungi dokter Anda atau Rumah Sakit terdekat.","TEMPRA FORTE merupakan obat penurun demam yang mengandung Paracetamol 250 mg tiap 5 ml sirup Paracetamol bekerja pada pusat pengatur suhu di hipotalamus untuk menurunkan suhu tubuh (antipiretik) serta menghambat sintesis prostaglandin sehingga dapat mengurangi nyeri ringan sampai sedang (analgesik) Obat ini digunakan untuk menurunkan demam, rasa sakit dan nyeri ringan seperti sakit kepala dan sakit gigi"
